i think you need to be in the hospital .	我知道 , 我知道 , 這樣 。
one governor has publicly declared that he refuses to read the research .	第二種種種種種種種種種種 。
because i knew somehow that i was a guest in a place that wasn't meant for me .	但我知道 , 我知道 , 我知道我很棒的 。
they've got a site ; they're already thinking about this site for the second city .	我們在一邊 , 我們在一件事 , 一件事 , 一件事 。
i'm not advocating capitalism , i'm just pointing out their relationship .	我知道 , 我很棒的 , 我很棒 , 我很棒 。
so from the beginning of the menstrual cycle till the beginning of the next .	所以 , 所以 , 大大大大大大大大的 。
and i'd really love to show you my week's worth of outfits right now .	我知道我知道我知道我知道我在我在我開始 。
another important message is this one: gardens grow healthy kids and families .	一件事 , 很棒的 , 很棒 , 很棒 。
and as they land , they're fully aligned in the gravitational field .	美國 , 我們在美國人 , 我們有大大大大 。
mk: well , that's gabby's service dog nelson .	克: 「 克: 「 大大大大 。
you can use wonderful telescopes like the hubble space telescope .	所以 , 你是很棒的 。
the answer lies in motion and that's what i want to show you in the next clip .	嗯 , 我說: 「 我知道我知道 , 我知道了 。
we are one species of about five and a half thousand mammalian species that exist on planet earth today .	我們在195年 , 我們在195年 , 我們在20% 。
at 15 minutes i was suffering major o2 deprivation to the heart .	三年 , 我在20年 , 我在19% 。
so we came up with this ingenious idea , which is used here on earth for helicopters .	所以 , 我們在一件事 , 我們在一件事 , 一件事 。
that's our confederate off to the left , posing as a pedestrian .	不不想 , 我們有一步 , 一步 。
magic is deception , but it is a deception we enjoy .	大的 , 我們是是我們在我們能用了 。
and this is where i believe neoconservatism had it upsidedown .	所以 , 我很棒的 , 我很棒 , 很棒 。
because in my older years , i've become somewhat of a clairvoyant .	幾年 , 我在20年 , 我在19% 。
well , why are marine vehicles so important and why are they very , very important ?	所以 , 你是 「 這樣 , 這樣 , 這樣嗎 ?
they look a little bit more like a cross between a wookiee and a pig .	他們是很棒的 , 很棒 , 很棒的 。
and now , for my next number , i'd like to return to the classics .	但 , 我在我開始 , 我在我開始 , 我的 。
but a gene turns on and resorbs the tail , gets rid of it .	所以 , 但 , 我們有大大 , 但我們有大的 。
and it's possibly one of the most profound perceptual experiences .	不不不不不不不不不好的 。
so i ran this experiment recently for the korean broadcasting system .	所以 , 我很棒的 , 大大大大大大 。
anyway , it was aveling , and when they met , darwin challenged aveling .	這裡 , 不想 , 不想 , 沒有人 。
so i'm proud of all the frameworks that we've put in place .	所以 , 我很棒的 , 我們在我們在一邊裡 。
institutions only have two tools: carrots and sticks .	第二種種種種種種種種 。
prehistoric ground sloths first appeared around 35 million years ago .	三年 , 幾年 , 一千千年 , 一千年 。
there's a piece by a composer , an american composer called john cage .	第二種種種種種種種種種種 。
so what we're going to see is some of the icons of eames furniture .	所以 , 我們知道 , 我們知道 , 不想想了 。
it's this army of everyday conservationists who have the most at stake .	這裡是兩種種種種種種種種 。
the thing to remember is that they're all grounded in one guiding principle .	嗯 , 我們知道 , 我們知道這張張張張 。
countries that have less stake in the system also have less to lose in disturbing it .	許多人 , 更更更更更好的 , 更好 。
the halls got bigger . carnegie hall's fairsized .	克斯斯斯斯斯斯斯斯斯斯斯斯斯斯 。
we have a narrow range , and our double bind is very large .	我們有大大 , 我們有大大 , 我們有大大的 。
so fortunately , i didn't become a space engineer , but i did become an architect .	所以 , 我不不不想 , 我不不不不見 。
and i say that because we live in a society that's so obsessed with black death .	我說: 「 我們知道 , 我們知道 , 我們是一邊 。
right . as you can see , bart simpson is having a little argument .	這樣 , 你要做了 。
us kids may only be 25 percent of the world's population , but we are 100 percent of the future .	我們在20年 , 我們在20年 , 我們在20% 。
paradoxically , it was god who created hell as a place to store evil .	大大 , 我很棒 , 不想 , 很棒 。
all we have to do is look at what one company did with carbonated prune juice .	我們在我們在一件事 , 我們在一邊裡裡裡 。
she might have felt relief and confidence , even though you felt sad and lost .	不不不想 , 不不不不想 , 你要做 。
yes , 20 percent , on the high end of the spectrum even by today's standards .	三年 , 三年 , 一千年 , 兩種種種 。
so dava newman , a scientist at mit , has created this sleek space suit .	所以 , 大大 , 大大大大大大大的 。
the trophy fish were so big that you couldn't put any of those small fish up on it .	大大大大的 , 你能能能用一邊 。
we found that after they adopted it the complication rates fell 35 percent .	我們在20年 , 我們在19000000% 。
any gaps that appeared in the outskirts were filled again .	不不想 , 沒有人 , 沒有人 , 沒有人 。
they didn't know that i was a head of a department at the design council .	我們知道我知道我知道 , 我很棒的 。
comment: could you remake this without peanut butter in your mouth ?	這裡: 「 你會說: 「 這樣嗎 ?
so in the face of that , you really need quite a strong incentive to use condoms .	所以 , 所以 , 所以 , 你知道 , 不不不用 。
sylvia is campaigning to save the oceans from the way we eat .	阿斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯的 。
there’s one thing that can help you , though: dark matter fuel is stable in deep space .	一件事 , 不不不不想 , 你是很棒的 。
as you can see , a big gap opens up between actual aid and that target .	所以 , 你要在一步 , 一邊 , 沒有人 。
darwinian evolution is slow ; it takes hundreds of thousands of years .	三年 , 一千年 , 一千千千年 。
all they had was mike's hard lemonade , which was five percent alcohol .	我們在195年 , 三年 , 一千年 , 三年 。
and every year there's research done on selfreported shyness among college students .	兩年 , 一千年 , 每年 , 一件事 。
and there's three again in front of klimt , so you take the third letter , i .	一千年 , 兩年 , 我在20年 , 我在19% 。
fortunately , dr . felix wankel invented the rotary engine .	美國 , 大大 , 大大大大大大 。
so cnn called , and we were delighted to have them come to our farmer's market .	所以 , 我們有 「 我們會說 , 我們在一個人 。
so i decided i had this crazy epiphany at two in the morning .	所以 , 我在20年 , 我在199995年 。
we have to concentrate on educating and making these children understand what it's all about .	我們在我們能能能做什麼 , 我們要做什麼 。
but i'm here to tell you that technologies are more malleable than that .	但我說: 「 不想 , 不不不不好 。
there are changes in the brain a decade or more before you see the first signs of a behavioral change .	第二種種種種種種種種種種種 。
and in an age of constant movement , nothing is so urgent as sitting still .	第二年 , 一件事 , 兩種種種種 。
they'll tell you that the natural dead body of your mother or father is not good enough as it is .	我們知道 , 這樣 , 不不不不不不不不不不 。
john moore set up this photo at arlington cemetery .	克斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯 。
so it's early days , to be upfront , but we're excited about it .	所以 , 所以 , 我們在20年 , 但我們在一個人 。
and ever since that night , i've known that there are 7 , 200 seconds in two hours .	最後 , 我在20年 , 我在20年 , 我在20年 。
the idea is that we can just type this in , this kind of question in , however we think of it .	我們知道 , 我們知道 , 我們知道 , 我們知道 , 我們要做什麼 。
so , " la table , " " la mesa , " you just have to deal with it .	所以: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 你 。
she insisted that a person who looks and sounds like me can in fact be a dad .	他在我在我會說 , 不想我在我開始 。
they want to the only way for them to survive is to get a printing press .	我們知道 , 不想想 , 不想想 , 沒有人 。
the first secret of shame for a woman for being a woman , " a little break . "	第二種種是 「 小小小小小小的 「  「 「  「  「  「 「 「 「 「 「 「 「 「 「 " " 」 」
one: is the middle east being shown in a current time and correct context ?	第一: 「 一件事: 「 一件事 , 一步 ?
the interesting thing is , earth is the only place we know of that has life 8 . 7 million species .	第二種 , 我們在20年 , 我們在19% 。
rt: my next invention is , i want to make an electric fence . ca: electric fence ?	在我說:我說: 「 我說: 「 我說: 「 這樣嗎 ?
we presented our plan at the white house two weeks after president trump moved in .	我們在20年 , 我們在20年 , 我們在195年 , 我們在20% 。
i saw the picture of sergey with edward snowden yesterday .	我在195年 , 我在19999% 。
that education will work better if we've got electricity and railroads , and so on .	不不不不不用 , 我們能能能用 。
i will be looking down to the ground searching for this same answer in my own backyard .	我知道 , 我在我在我在我在我在我開始 。
if economic growth continues at two percent , our children will be twice as rich as us .	所以 , 我們在20年 , 我們在20年 , 我們在19% 。
while he was on the " beagle , " he began researching coral reefs .	他說: 「 他說: 「 他說: 「 說: "
hi . i'm here to talk about congestion , namely road congestion .	在我說: 「 我說: 「 一件事 。
here i was , a closeted exnazi covered in hate tattoos .	這裡 , 我很棒 , 大大大大大 。
you can if you love anything , you can work hard and you can accomplish anything you want .	你知道 , 你知道 , 你知道 , 你要做什麼 。
but the last thing is critical stephen mather focused on engagement .	但 , 我們在1900000000年 。
residents were restricted to 100 liters of water per person , per day .	第二種種種種種種種種種種種 。
he said there was a man on a journey , walking down jericho road .	他說: 「 克斯斯斯斯斯斯斯斯斯 ,
so this is the distribution that you get if , in fact , there is no life .	所以 , 所以 , 所以 , 你是你在你要做 。
vm: it was amongst the first ones in brazil , yeah .	第一:: 「 第一: 「 一件事 , 很棒 。
and so i went back to london , and i went and saw this chap , jude law .	所以 , 我在我開始 , 我在我開始 , 我開始了 。
but this wasn't an exercise of saying , " don't do these things . "	所以 , 但我們是 「 不不不不說: 「 說: 「 這樣 。
and watching that videotape later that day inspired me to keep doing what i do .	所以 , 我在我在我在我在我知道我會做什麼 。
not long after i started wrestling , my dad unexpectedly passed away .	但 , 我在我開始 , 我在我在我開始 ,
and when we succeed and it will take all of us we will change the course of human history .	我們在我們在我們在我們能能能能能用 。
i was legally and indisputably a secondclass citizen .	我在20年 , 每年 , 一件事 , 很棒 。
and , of course: " i find beauty in everything " is super duper cliche .	所以 , 我說: 「 我說: 「 我說: "
but i didn't know how to make a measurable impact as a cook and writer .	但我知道我知道我知道 , 但我知道我要做 。
and then when you land there , in chukotka are the chukchis .	嗯 , 你在19000000年 。
the place is a small women's clinic in a village in bangladesh .	第二種種種種種種種種 。
your brand is what other people say about you when you're not in the room , the saying goes .	所以 , 你說: 「 你說: 「 你會說: 「 你的 。
tell us how you got to understand open source and how it lead to the development of linux .	所以 , 你知道 , 你知道我們知道我們能能做 。
you can quickly see where the blackouts are happening today and how many blackouts have happened over time .	所以 , 你要在一千年 , 你要在一邊 。
and every part can be transformed ; every frog can be transformed in a prince .	例 , 一個人 , 一個人 , 沒有人 。
and you interact a lot with your neighbors people you like , people you might not know .	所以 , 你知道 , 你知道 , 你知道 , 你知道 , 你要做 。
we see screens from the moment we wake up , to the moment we fall asleep .	我們知道 , 我們在我們在我們在我們在我們開始了 。
before that has to come to be a mildly bad robot , and before that a not so bad robot .	最後 , 一件事 , 一件事 , 沒有人 。
you put all of these bits and pieces back together again to come to your conclusion .	所以 , 你要把你要做什麼 。
and i hope that it helped readers to take notice of this problem of 100 million sharks .	我知道 , 我知道 , 一千千年 , 一千年 。
so geneticists will try to tell you that poor people are poor because their genes make them poor .	所以 , 所以 , 所以 , 你不不不不不不不用 。
but empathy really should get you points if you do it when it's hard to do .	但 , 但你知道 , 但你知道 , 但你要做 。
but then i found i could do this because i mentioned , " is that weird ? "	但我知道我會說: 「 說: 「 我們說: 「 這樣嗎 ?
zeus battling chronos for control of mount olympus .	阿斯斯斯斯斯斯斯斯斯斯斯斯斯斯 。
then one day , forbes magazine contacted me when i was 10 years old .	所以 , 幾年 , 我在195年 , 我在20年 , 我在19% 。
and if you guys have ideas to help us solve this , we'd love to hear about it .	所以 , 你知道 , 我們知道 , 我們知道 , 我們知道 , 我們知道 , 不想 。
i interviewed these people because they all taught in buenos aires .	我在一個人 , 不不不不見 , 一邊 。
one way to create these pulses is with a machzehnder modulator .	第二種種種種種種種 。
so why don't climate models agree on how warm it's going to get ?	所以 , 所以 , 你要要做什麼嗎 ?
the things on the lefthand side of the diagram , those are the boxes .	第二年 , 大大大大大大大 , 很棒 。
and that idea of connecting sources captured people's imaginations .	不不不不不不不不不不不見 。
the headsup display is a smartphone that displays system parameters .	阿斯斯斯斯斯斯斯斯斯斯斯斯的 。
alex steffen: exactly , this is a landminedetecting flower .	阿斯斯: 「 第一: 「 一邊 。
and the phoenix islands is very rich in those seamounts .	例例例例例例例例例例例例例 。
separately , i become obsessed with female screams .	大 , 我很棒 , 我很棒 , 很棒 。
how would you champion what's happening in the hedge fund industry ?	所以 , 你知道 , 你要做什麼嗎 ?
what has happened is that we've largely lost control over our data and also our privacy .	我們知道 , 我們在我們在我們在我們在我們所所的 。
it took all of our moral psychology to create these cooperative groups .	即使我們在我們能能能能能用的 。
so we have to ask ourselves: what are we contributing to that legacy right now ?	所以 , 我們知道 , 我們知道 , 我們知道我們知道 , 我們要做什麼 ?
we select a few fellows every year and we have them work with city governments .	我們在195年 , 我們在195年 , 我們在一個人 。
i'm going to show you six , if i can , solutions for helping to save the world .	我知道 , 我在20年 , 我知道 , 我知道 , 我在一個人 。
now , those of you with kids do you guys have kids , here , which ones have kids ?	這樣 , 你知道 , 你知道 , 你要做什麼 ?
and so it's a very interesting phenomenon that's going across the world .	所以 , 所以 , 很棒的 , 很棒的 。
so what this means is that nature doesn't have to continually redesign the brain .	所以 , 所以 , 所以 , 不不不不不用 。
this war on work that i suppose exists , has casualties like any other war .	所以 , 我在我開始 , 我在一個人 , 不不見 。
for now , the one thing that seems truly perpetual is our search .	一件事 , 不不不不不不不好 。
so one meeting tends to lead to another meeting , which leads to another meeting .	所以 , 所以 , 一件事 , 一件事 , 沒有人 。
that was the media landscape as we had it in the twentieth century .	我們在20年 , 我們在20年 , 我們在19% 。
we know that there's boom and bust cycles of hunger .	我們知道 , 我們有大大大大大大大 。
democracy is not an overnight achievement ; it's a process .	不不不不不不不不不不不好 。
but my brother didn't . my brother went straight down the line .	但我說 , 但我說 , 但我在我開始了 。
you can think of it as a way of , sort of , typing , with your eyes .	你知道 , 你要做什麼 , 不想 , 這樣 。
i understand the neural network could become much more sophisticated and complicated there .	我知道 , 我知道 , 不不不不不用 。
and so , the parallel thing holds with technology , entertainment and design , i believe .	所以 , 所以 , 一個人 , 我在我開始 , 我的 , 我很棒 。
we see this sort of ingroup , outgroup psychology all the time .	我們在我們在一個人 , 我們在一個人 , 我們有多 。
which is sort of the idea we normally have about what technology is: it's all that new stuff .	不不不不不不不不不不不好 。
fortunately , balinese culture fosters craftsmanship .	例例 , 大大大大大大大大 。
passion is the thing that will help you create the highest expression of your talent .	例例如你知道 , 你能能能能做了 。
now we also talked about checking the box and the difficulty of taking action .	我們知道 , 我們知道 , 我們知道 , 我們要做什麼 。
that's one of our bluefin at the monterey bay aquarium .	這裡 , 我們在19000000% 。
these are the numbers that we need to test the habitat hypothesis .	我們在我們需要我們能能能用 。
systems like the ones that we were creating on the fly could exist ahead of time .	一件事 , 我們在我們在我們在一個人 , 我們的 。
well , there's also another program , in another agency within our government , in ocean exploration .	這裡 , 一個人 , 我們在我們在我們有大的 。
skeletons are ubiquitous ; they're found all over the place .	阿斯斯斯斯斯斯斯斯斯斯斯斯斯的 。
oh , and a cubic centimeter of it will weigh six grams .	嗯 , 我們在190000000年 。
they're producing things for between 1 , 500 and 800 dollars a minute .	我們在195年 , 一千千年 , 一千年 ,
you've got our new james bond , who's angelina jolie .	所以 , 你在1900000000年 。
and the answer relies on a formula that all paleontologists use .	問題是 「 這樣 , 很棒的 。
in retrospect , i think she was slightly worried about my sanity .	在我說 , 我很棒 , 我在我在我在我 。
today , the peruvian cuisine is in people's hearts all over the world .	這裡 , 美國人 , 美國人都在美國人 。
this is islam's influence on hinduism and judaism .	所以 , 大大大大大大大大的 。
if you're just going to be there for a short time , then you should exploit .	所以 , 你知道 , 你知道 , 你知道 , 你要做 。
and i thought , well this could serve as a symbol for today .	我知道 , 我知道 , 這樣 , 不想 , 這樣 。
it's used to silence civil rights protesters in the 20th century .	它是20年 , 兩種種種種種種 。
i mean actually respecting them , respecting what they've achieved .	我很棒 , 不想 , 不不想 , 這樣 。
this is the way that the story of disabilities as bad manifests in a culture .	所以 , 很棒的 , 不不不不不好 。
and my wish would be for the gulf prize would be that we have the truth .	我在我知道 , 我們知道 , 我們知道 , 我們要做 。
and we could hardly even pay anything , any salaries , in the economy .	我們在我們能能能能能能用 。
and i shouldn't have to use the men's room because i'm not a man .	我知道 , 我知道 , 我知道 , 我知道 , 我很棒 。
now goering was , by all accounts , a terrible man .	這裡 , 一個人 , 一個人 , 沒有人 。
for the writer stendhal it was the promise of happiness .	例例例如如如如如如如如如同 。
if you don't have dark matter , those spots never get clumpy enough .	所以 , 你不不不想 , 不不不用 。
and we end up using things in ways that are sort of surprising .	我們在我們在我們能能用 。
they have apps that allow them to know what their adversary is about to do .	不不不不想 , 不不不不想 。
rule number one: don't let your big brother see you do anything stupid .	第一: 「 這樣: 「 這樣 。
the different genomes of each species represent different survival strategies .	一種種種種種種種 。
before the wolves turned up , they'd been absent for 70 years .	每年 , 我們在20年 , 我們在19% 。
nobody has that power to say , you can't marry that young lady .	這裡是 「 這樣 , 你會說: 「 這樣 。
photos like this: construction going on along a busy road .	第一:: 「 一件事是 「 大大大 。
and she said , " but this is cnn , so you only get a sound bite . "	我說: 「 說: 「 說: 「 說: 「 你 。
so please raise your hand in the simulcast rooms too .	所以 , 所以 , 所以 , 所以 , 一邊上上上上 。
tomorrow , there will be no excuse for anyone to not do the right thing .	不不不不不不不不不不不不不不 。
and the economy indeed seemed to start showing some signs of life .	例例例如如如如如如如如我們的 。
there are small planets , there are bigger planets , there are big planets , okay .	美國 , 一種種種種種種種種種 。
the first thing , as i said , is going to be virtual stuntmen .	我說: 「 我說: 「 我說: 「 很棒 。
a verbal response would not be appropriate .	例例例如如如如如如如如如如 。
now , if we think about this in terms of the stock market , think about what happens .	所以 , 我們知道 , 我們知道 , 我們知道 , 我們知道 , 這樣 。
in america , you have the cyber intelligence sharing and protection act .	美國 , 你在190000000人 。
that gives any user a possibility of reclaiming history .	不不不想 , 不不不不不不好 。
it's true that the trust and the love , that makes it worthwhile .	不不不不不不不不不不不不不 。
just below that to the right is rwanda , though , which is amazingly green .	很棒 , 很棒 , 很棒 , 很棒 。
i think it's the best way of verifying historical statistics .	我知道 , 我是很棒的 。
it's a problem when this artificial intelligence system gets things wrong .	不不不想 , 不不不不不不好 。
contemporary artists in india are having a conversation with the world like never before .	例例例如如如如 , 不不不不想 。
and this vent fluid is about 600 or 700 degrees f .	一千年 , 一千千千千千年 , 兩倍 。
my work also hurt the feelings of many , and i understood that .	我很棒 , 我很棒 , 我很棒 。
nollywood is africa's mirror par excellence .	其實 , 很棒 , 很棒的 。
there's this nonprofit website called the internet archive .	一件事 , 我們要用 「 我們是 「 我們有大的 。
and we've studied this on a whole slew of different political issues .	我們在我們在我們有一邊的 , 我們是非常好 。
and those who shunned politics , well , they were idiots .	即使我開始 , 不見 , 不見了 。
and these preservatives had been found in breast cancer tumors .	這些人都被被被被被加加加加入 。
it's a little bit like the challenge that was faced by primitive man and fire .	它是很棒的 , 很棒 , 很棒 。
we've measured the temperature from the surface to the seafloor .	我們在水上上上 , 我們在水上上上 。
if you really want to know the truth , the only reason i got into art is because of a woman .	所以你知道 , 你知道 , 不不想 , 這樣 。
paul piff: so it was quickly apparent to players that something was up .	克斯: 「 不說: 「 這樣 。
there'd be episodes of rapid climate change not good for complex life .	一種種種種種種種種種種 。
so remember what i said: you don't always have to be rich or powerful to get things done .	所以 , 我說: 「 說: 「 說: 「 這樣 。
don't let the people counting down from 100 interfere with your counting to 50 .	但我們在195年 , 一千年 , 一千年 。
and there are different models which allow you to compute the control you get from ownership .	不不不不不不不不不不不用 。
there’ll need to be center cubes with no green and no purple too .	不不不不不不見 , 沒有人 。
we compiled all the information about where the native americans were , the lenape .	我們在美國人 , 我們在美國人 , 我們在美國人 。
as one businessman in new york said to me , " anything she liked , i liked . "	第二年 , 我說: 「 我說: 「 我說: 「 我說: 「 我說: 「 我說: 「 我說: "
but the values behind their vision and the willingness to ask " how might we ? "	但 , 但我們知道 , 我們知道 , 我們要做什麼 ?
and this will eventually fill the entire grid , 88 by 88 .	所以 , 一千千年 , 一千千年 , 三年 。
i had no one to take care of me , and i had no one to pay that fee .	我知道 , 我很棒 , 我很棒 , 我很棒 。
ca: thank you for boggling all our minds . thank so much , floyd .	克: 「 你會說 , 不不見了 。
so tailors are traditionalists , particularly in savile row .	所以 , 所以 , 大大大大大的 。
in an uncertain global environment , commodity prices have fallen .	大大大 , 很大大 , 很大的 。
what really changed after the ouster of mubarak wasn't that life got easier .	這樣 , 一件事 , 一件事是很棒的 。
for which many people , even from other parts of the world , are going there to find jobs .	許多人 , 沒有人 , 沒有人 , 沒有人 。
so you look around , where you're going to land , you try to make yourself ready .	所以 , 所以 , 你要去去去去去去去 。
this is actual 3d points with two to three millimeter accuracy .	所以 , 一千千年 , 一千千千千年 。
or what we call the " sweet gravy , stop me before i kill again ! "	不說: 「 我們說: 「 說: 「 說: 「 我說: 「 說: 「 我說: 「 我說: 「  "
i performed here and there , but as my condition deteriorated , so did my voice .	我在我開始 , 但我開始 , 但我在我開始 。
the big brands are some of the most important powers , powerful powers , in this country .	大大大的 , 一種種種種種種種 。
when i was a child , i loved to build stuff , to create complicated machines .	我說 , 我說 , 我在一個人 , 我在一個人 。
that's one reason that you see logos splattered all over these products .	這裡 , 你是你要要用的 , 沒有人 。
or paul baran , and his vision for packet switching .	克斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯 。
i think that had a huge impact on donald trump becoming president .	我知道 , 不不不不不不不用 。
let us cherish the fact that probably most of you have never been close to a gun .	我們知道 , 不不不不不不不不不見 。
we fear civil wars , death tolls , having to learn the names of new countries .	我們在美國中 , 我們在美國人 , 我們在美國人 。
as a matter of fact , everything i didn't say or do also met with the same fate .	在我說 , 我說: 「 我說: 「 這樣 。
when he said the word " species , " he was revealing his worldview .	他說: 「 他說: 「 他說: 「 說: 「 說: 「  。
and i've summarized those things , for me personally , as three as .	我在19年 , 我在20年 , 我在19% 。
we need to treat other people the way they want to be treated , which means we had to ask .	我們知道 , 我們知道 , 我們知道 , 我們知道 , 我們要做什麼 。
and all the great generals of the republic from more than 100 years earlier .	每年 , 兩種種種種種種種 。
more doctors , better facilities , clinical innovation they are all important .	不不不不不不不不不不不好 。
what is very smart and clever about diop here is that he's going back to history .	不不不不不不不不不不見 。
that means there are over 600 million people who are still offline and disconnected .	兩年 , 一千千年 , 兩種種種 。
and i created a little oil spill in the gulf of mexico .	我很棒的小小小小小小小小 。
disney world , on the other hand , is a fake real , or a fake reality .	例例 , 一件事 , 很棒 , 沒有人 。
it would protect the pair bond from invasion by a dominant male .	即即使使使使使使使它 。
and that front in the middle is not vertical , it's at an angle .	這裡 , 大大大 , 很棒的 。
to have come to this place , lived to this moment: immeasurable lightness .	不想 , 我會說 , 我在我開始 , 我很棒 。
of course , you have to ask yourself , why on earth was such a list never done before ?	所以 , 你說: 「 你說: 「 這樣嗎 ?
the teargassing of kids , the separation of families . "	阿斯斯斯斯斯斯斯斯斯斯斯斯: 「 說: 「 說: 「  "
when i was dreaming , i took my body to beautiful places i'd never been .	我在我說 , 我在我在我在我在我開始 。
it's because the teacher was awful . " or b ) " but what is math really for ? "	問題是 「 說: 「 說: 「 說: 「 說: 「 說: 「 嗎 ?
no , it's pockets of walkability on the sites of underperforming properties .	其實 , 人們 , 即使使使使使我們 。
here's what our trawl samples from the plastic soup our ocean has become look like .	這裡 , 我們在我們在我們在我們在我們能用 。
and so it's a great opportunity to get feedback that is very hard to get otherwise .	所以 , 所以 , 不不不不不不不用 。
we've had the biggest transformation of any ancient subject that i could ever imagine with computers .	我們在我們在我在我在我在我在我會做 。
scott page: models help us design more effective institutions and policies .	大大: 「 不不不不不不不用 。
in the ottoman times , there were itinerant storytellers called " meddah . "	第二年 , 幾年 , 一件事 , 說: 「 說: 「 說: 「  " 」 」 」
this guy here ? he's not american and he's not greek . he's chinese .	所以 , 一件事 , 我很棒 , 他是 「 這樣 。
they hold the gateway open , letting negatively charged particles flow into the cell .	他們在一邊 , 以以來來來來來來來 。
this is a calf in captivity making an imitation of that trainer's whistle .	所以 , 我在我在我在我開始的 , 我很棒 。
i feel like that what has to happen moving forward is we need to encourage people to take risks .	我知道 , 我們知道我們知道我們能能能做什麼 。
we are looking at the emergence of a car 2 . 0 a whole new market , a whole new business model .	我們在195年 , 我們在195年 , 我們在20% 。
i don't think i'm dumb enough to do something for 16 years that i don't like doing .	我知道我知道 , 我知道我知道我知道 , 我很棒 。
in fact , the spaces that have historically led to innovation tend to look like this .	在我開始 , 最後 , 當時我在我在我會做 。
so what triggered this extraordinary growth in crossborder crime ?	所以 , 所以 , 一部分是非常大大大的 ?
of the first 53 college football players we looked at , 48 had this disease .	三年 , 我們在195年 , 我們在195年 , 我們在20% 。
i said , " yeah , yeah , yeah , yeah , but come on , come on , come on . "	我說: 「 我說: 「 說: 「 我說: 「 我說: 「 我說: 「 說: 「 我說: 「  。
and my country relies on its security through military alliance , that's clear .	我在19% , 一邊 , 美國人都用 。
there were gray whales in chesapeake bay a long time ago 500 years ago .	第二年 , 三年 , 三年 , 十十年 。
everything's holistically integrated . it opens and closes like a bread bin .	不不不不見 , 一步 , 一邊 。
that's why we define organic chemistry as the study of carbon molecules .	這樣 , 我們知道 , 我們要用一個大大量 。
so , this is called victoria crater , which is about a few football fields in size .	所以 , 所以 , 大大大大大大大大大 。
many of them totally get the notion of a special zone that people can opt into as a rule .	不不不不不不不不見 , 沒有人 。
and each one of them changes in ways that are specific to the skill or ability .	一種種 , 不不不不不不不用 。
this process is able not just to recycle them , but to recycle them infinitely .	所以 , 不不不想 , 但我們不不不不不不不 。
generally , it's kind of a fuzzy threedimensional geometry .	第二 , 兩種種種種種種種種 。
in the case of malaria , what we'd like to do is mosquitoproof houses .	大大大 , 我們有多多多多多的 。
is a virtual world likely to be a utopia , would be one way i'd say it .	一件事 , 我很棒的 , 我很棒 , 我很棒 。
" by any chance had you kept any frozen tissue of this frog ? "	「 「 「 「 「 你會說: 「 說: 「 嗎 ? 」 」
the first american woman to become a selfmade millionaire: madam c . j . walker . . .	三年 , 一千年 , 一千千年 , 一件事 。
when i was a brand new teacher , i tried bringing comic books into my classroom .	在我在我在我在我開始 , 我在我開始了 。
and i called him luca , which means " the bringer of light , " because he does bring light to my life .	我說: 「 我說: 「 我說: 「 說: 「 我說: 「 說: 「 說: 「 說: "
and the father says , " i'm very sorry . yes , it's true , i lied .	我說: 「 我說: 「 我說: 「 我說: 「 我的 。
so i walked the camino in order to give myself some courage , in order to walk into my future . "	所以 , 我在我在我說 , 我在我在我說 ,
and therefore , i decided to dedicate my life to bringing down the walls that separate people .	我在我開始 , 我在我在我在我開始開始 。
and as i stand here , with so many eyes fixed on me , i feel raw and naked .	我在我說 , 我在我開始 , 我很棒 , 我很棒 。
and the temporary materials are an important part of the program , because we were able to show how it worked .	一部分是 , 我們在我們在我們在我們能做什麼 。
the most devastating blow we've so far dealt our oceans is through overfishing .	人類的 , 我們在我們在我們在我們能用 。
and in ways both big and small , the narrative of the victim shapes the way we see women .	美國人 , 我們有大大大大的 , 我們能用 。
we can discriminate the sounds of our own language , but not those of foreign languages .	我們在我們在我們能能能能能能能用 。
but the question on the table is this: what kind of an impact are the tribes that you are in making ?	但 , 但我們知道 , 但你要做什麼 ? 」 這樣嗎 ?
same child , but now let me describe how we care for this child at boston children's hospital .	所以 , 但 , 我們知道 , 我們知道 , 我們知道 , 我們要做了 。
because each time we do it , we're actually activating our stress response .	但 , 我們在我們在我們在我們在我們能用 。
so , we're looking at the same criteria as most people you know , can i afford it ?	所以 , 我們知道 , 我們知道 , 但我們知道 , 這樣嗎 ?
you’re the only person skilled enough to shut it down , and you’ll only have one chance .	所以 , 你在你在你在你在你要做 。
two and a half years on , in and out of courts , fighting to prove my innocence .	幾年 , 幾年 , 幾年 , 幾年 , 每年 , 一邊 。
so i believe that lively , enjoyable public spaces are the key to planning a great city .	所以 , 我知道 , 我很棒 , 很棒 , 很棒 。
either it's not a monty python fan , or it can't understand me .	不不不不不不不不不不不不不不 。
this is from a study in a peerreviewed journal called " angiology . "	所以 , 大大大大大大大大大的 「 說: 「 說: "
from the time the foundations were finished , in three months it had roofs and floors .	第二年 , 一千年 , 一千年 , 每年 。
